id,team_id,name,height,weight,birthday,position,debut
352,20,HIDEMASA MORITA,1.77,74,1995-05-10,midfielder,2018-01-01
353,20,GAKU SHIBASAKI,1.75,64,1992-05-28,midfielder,2014-01-01
354,20,AO TANAKA,1.80,69,1998-09-10,midfielder,2019-01-01
355,20,TAKUMA ASANO,1.73,71,1994-11-10,forward,2015-01-01
356,20,KYOGO FURUHASHI,1.70,63,1995-01-20,forward,2019-01-01
357,20,JUNYA ITO,1.76,66,1993-03-09,forward,2017-01-01
358,20,TAKUMI MINAMINO,1.74,68,1995-01-16,forward,2015-01-01
359,20,KAORU MITOMA,1.78,71,1997-05-20,forward,2021-01-01
360,20,YUYA OSAKO,1.82,71,1990-05-18,forward,2013-01-01
361,21,THIBAUT COURTOIS,1.99,96,1992-05-11,keeper,2011-01-01
362,21,SIMON MIGNOLET,1.93,87,1988-03-06,keeper,2011-01-01
363,21,TOBY ALDERWEIIRELD,1.86,81,1989-03-02,defender,2009-01-01
364,21,TIMOTHY CASTAGNE,1.85,80,1995-12-05,defender,2018-01-01
365,21,JASON DENAYER,1.84,80,1995-06-28,defender,2015-01-01
366,21,THOMAS MEUNIER,1.90,82,1991-09-12,defender,2013-01-01
367,21,JAN VERTONGHEN,1.89,86,1987-04-24,defender,2007-01-01
368,21,YANNICK CARRASCO,1.81,73,1993-09-04,midfielder,2015-01-01
369,21,KEVIN DE BRUYNE,1.81,68,1991-06-28,midfielder,2010-01-01
370,21,CHARLES DE KETELAERE,1.92,79,2001-03-10,midfielder,2020-01-01
371,21,THORGAN HAZARD,1.75,71,1993-03-29,midfielder,2013-01-01
372,21,YOURI TIELEMANS,1.76,72,1997-05-07,midfielder,2016-01-01
373,21,HANS VANAKEN,1.84,77,1992-08-24,midfielder,2018-01-01
374,21,AXEL WITSEL,1.86,81,1989-01-12,midfielder,2008-01-01
375,21,JEREMY DOKU,1.71,72,2002-05-27,forward,2020-01-01
376,21,EDEN HAZARD,1.75,74,1991-01-07,forward,2008-01-01
377,21,ROMELU LUKAKU,1.91,94,1993-05-13,forward,2010-01-01
378,21,DRIES MERTENS,1.69,61,1987-05-06,forward,2011-01-01
379,22,MILAN BORJAN,1.95,80,1987-10-23,keeper,2011-01-01
380,22,MAXIME CREPEAU,1.85,88,1994-05-11,keeper,2016-01-01
381,22,SAMUEL ADEKUGBE,1.78,75,1995-01-16,defender,2015-01-01
382,22,DONEIL HENRY,1.88,82,1993-04-20,defender,2012-01-01
383,22,ALISTAIR JOHNSTON,1.80,77,1998-10-08,defender,2021-01-01
384,22,RICHIE LARYEA,1.75,68,1995-01-07,defender,2019-01-01
385,22,KAMAL MILLER,1.83,84,1997-05-16,defender,2019-01-01
386,22,STEVEN VITORIA,1.95,86,1987-01-11,defender,2016-01-01
387,22,TAJON BUCHANAN,1.83,71,1999-02-08,midfielder,2021-01-01
388,22,ALPHONSO DAVIES,1.83,75,2000-11-02,midfielder,2017-01-01
389,22,STEPHEN EUSTAQUIO,1.75,66,1996-12-21,midfielder,2019-01-01
390,22,ATIBA HUTCHINSON,1.85,72,1983-02-08,midfielder,2003-01-01
391,22,MARK-ANTHONY KAYE,1.86,77,1994-12-02,midfielder,2017-01-01
392,22,JONATHAN OSORIO,1.75,73,1992-06-12,midfielder,2013-01-01
393,22,SAMUEL PIETTE,1.71,73,1994-11-12,midfielder,2012-01-01
394,22,JONATHAN DAVID,1.80,73,2000-01-14,forward,2018-01-01
395,22,DAVID JUNIOR HOILETT,1.74,70,1990-06-05,forward,2015-01-01
396,22,CYLE LARIN,1.88,86,1995-04-17,forward,2014-01-01
397,23,YASSINE BOUNOU,1.95,78,1991-04-05,keeper,2013-01-01
398,23,MUNIR MOHAMEDI,1.90,89,1989-05-10,keeper,2015-01-01
399,23,NYEF AGUERD,1.88,76,1996-03-30,defender,2016-01-01
400,23,ACHRAF HAKIMI,1.81,73,1998-11-04,defender,2016-01-01
401,23,ADAM MASINA,1.89,78,1994-01-02,defender,2021-01-01
402,23,SAMY MMAEE,1.88,82,1996-09-08,defender,2020-01-01
403,23,ROMAIN SAISS,1.88,84,1990-03-26,defender,2012-01-01
404,23,SELIM AMALLAH,1.86,82,1996-11-15,midfielder,2019-01-01
405,23,SOFYAN AMRABAT,1.83,70,1996-08-21,midfielder,2017-01-01
406,23,AYMEN BARKOK,1.88,82,1998-05-21,midfielder,2020-01-01
407,23,ILIAS CHAIR,1.58,53,1997-10-30,midfielder,2021-01-01
408,23,IMRAN LOUZA,1.78,65,1999-05-01,midfielder,2021-01-01
409,23,SOFIANE BOUFAL,1.75,60,1993-09-17,forward,2016-01-01
410,23,AYOUB ELKAABI,1.82,72,1993-06-25,forward,2018-01-01
411,23,YOUSSEF EN-NESYRI,1.89,73,1997-06-01,forward,2016-01-01
412,23,RYAN MMAEE,1.88,85,1997-11-01,forward,2016-01-01
413,23,MUNIR,1.75,69,1995-09-01,forward,2021-01-01
414,23,TARIK TISSOUDALI,1.82,70,1993-04-02,forward,2022-01-01
415,24,DOMINIK LIVAKOVIC,1.87,79,1995-01-09,keeper,2017-01-01
416,24,IVICA IVUSIC,1.95,88,1995-02-01,keeper,2021-01-01
417,24,DUJE CALETA-CAR,1.92,89,1996-09-17,defender,2018-01-01
418,24,JOSKO GVARDIOL,1.85,80,2002-01-23,defender,2021-01-01
419,24,JOSIP JURANOVIC,1.75,68,1995-08-16,defender,2017-01-01
420,24,DEJAN LOVREN,1.88,84,1989-07-05,defender,2009-01-01
421,24,BORNA SOSA,1.87,79,1998-01-21,defender,2021-01-01
422,24,DOMAGOJ VIDA,1.84,76,1989-04-29,defender,2010-01-01
423,24,MARCELO BROZOVIC,1.81,68,1992-11-16,midfielder,2014-01-01
424,24,MATEO KOVACIC,1.76,80,1994-05-06,midfielder,2013-01-01
425,24,LUKA MODRIC,1.72,66,1985-09-09,midfielder,2006-01-01
426,24,MARIO PASALIC,1.88,82,1995-02-09,midfielder,2014-01-01
427,24,IVAN PERISIC,1.86,80,1989-02-02,midfielder,2011-01-01
428,24,NIKOLA VLASIC,1.78,79,1997-10-04,midfielder,2017-01-01
429,24,JOSIP BREKALO,1.75,70,1998-06-23,forward,2018-01-01
430,24,ANDREJ KRAMARIC,1.77,73,1991-06-19,forward,2014-01-01
431,24,MARKO LIVAJA,1.82,84,1993-08-26,forward,2018-01-01
432,24,MISLAV ORSIC,1.79,69,1992-12-29,forward,2019-01-01
433,25,ALISSON,1.91,91,1992-10-02,keeper,2015-01-01
434,25,EDERSON,1.88,81,1993-08-17,keeper,2017-01-01
435,25,ALEX SANDRO,1.80,80,1991-01-26,defender,2011-01-01
436,25,DANILO,1.84,84,1991-07-15,defender,2011-01-01
437,25,EDER MILITAO,1.86,78,1998-01-18,defender,2018-01-01
438,25,MARQUINHOS,1.83,75,1994-05-14,defender,2013-01-01
439,25,THIAGO SILVA,1.83,79,1984-09-22,defender,2008-01-01
440,25,CASEMIRO,1.85,84,1992-02-23,midfielder,2011-01-01
441,25,PHILIPPE COUTINHO,1.71,68,1992-06-12,midfielder,2010-01-01
442,25,FABINHO,1.88,78,1993-10-23,midfielder,2015-01-01
443,25,FRED,1.69,72,1993-03-05,midfielder,2014-01-01
444,25,LUCAS PAQUETA,1.80,72,1997-08-27,midfielder,2018-01-01
445,25,ANTONY,1.74,63,2000-02-24,forward,2021-01-01
446,25,GABRIEL JESUS,1.75,68,1997-04-03,forward,2016-01-01
447,25,NEYMAR JR,1.75,68,1992-02-05,forward,2010-01-01
448,25,RAPHINHA,1.76,63,1996-12-14,forward,2021-01-01
449,25,RICHARLISON,1.83,77,1997-05-10,forward,2018-01-01
450,25,VINICIUS JR,1.76,73,2000-07-12,forward,2019-01-01
451,26,PEDRAG RAJKOVIC,1.91,85,1995-10-31,keeper,2013-01-01
452,26,VANJA MILINKOVIC-SAVIC,2.02,92,1997-02-20,keeper,2021-01-01
453,26,NIKOLA MILENKOVIC,1.95,92,1997-10-12,defender,2018-01-01
454,26,STRAHINJA PAVLOVIC,1.94,84,2001-05-24,defender,2020-01-01
455,26,MILOS VELJKOVIC,1.88,85,1995-09-26,defender,2017-01-01
456,26,FILIP DURICIC,1.81,75,1992-01-30,midfielder,2012-01-01
457,26,NEMANJA GUDELJ,1.87,73,1991-11-16,midfielder,2014-01-01
458,26,FILIP KOSTIC,1.84,82,1992-11-01,midfielder,2015-01-01
459,26,DRAKO LAZOVIC,1.81,66,1990-09-15,midfielder,2008-01-01
460,26,SASA LUKIC,1.83,77,1996-08-13,midfielder,2018-01-01
461,26,NEMANJA MAKSIMOVIC,1.89,78,1995-01-26,midfielder,2016-01-01
462,26,SERGEJ MILINKOVIC-SAVIC,1.91,76,1995-02-27,midfielder,2017-01-01
463,26,NEMANJA RADONJIC,1.86,76,1996-02-15,midfielder,2017-01-01
464,26,ANDRIJA ZIVKOVIC,1.69,62,1996-07-11,midfielder,2013-01-01
465,26,LUKA JOVIC,1.82,85,1997-12-23,forward,2018-01-01
466,26,ALEKSANDAR MITROVIC,1.88,90,1994-09-16,forward,2013-01-01
467,26,DUSAN TADIC,1.81,74,1988-11-20,forward,2008-01-01
468,26,DUSAN VLAHOVIC,1.90,75,2000-01-28,forward,2020-01-01
469,27,YANN SOMMER,1.83,79,1988-12-17,keeper,2012-01-01
470,27,GREGOR KOBEL,1.94,88,1997-12-06,keeper,2021-01-01
471,27,MANUEL AKANJI,1.87,91,1995-07-19,defender,2017-01-01
472,27,NICO ELVEDI,1.89,78,1996-09-30,defender,2016-01-01
473,27,KEVIN MBABU,1.84,83,1995-05-19,defender,2018-01-01
474,27,RICARDO RODRIGUEZ,1.82,77,1992-08-25,defender,2011-01-01
475,27,FABIAN SCHAR,1.88,84,1991-12-20,defender,2013-01-01
476,27,SILVAN WIDMER,1.83,78,1993-03-05,defender,2014-01-01
477,27,REMO FREULER,1.81,77,1992-04-15,midfielder,2017-01-01
478,27,XHERDAN SHAQIRI,1.89,72,1991-10-10,midfielder,2010-01-01
479,27,DJIBRIL SOW,1.84,77,1997-02-06,midfielder,2018-01-01
480,27,GRANIT XHAKA,1.85,82,1992-02-27,midfielder,2011-01-01
481,27,DENIS ZAKARIA,1.90,80,1996-11-20,midfielder,2016-01-01
482,27,STEVEN ZUBER,1.82,79,1991-08-17,midfielder,2017-01-01
483,27,BREEL EMBOLO,1.85,84,1997-02-14,forward,2015-01-01
484,27,NOAH OKAFOR,1.85,85,2000-05-24,forward,2019-01-01
485,27,HARIS SEFEROVIC,1.87,88,1992-02-22,forward,2013-01-01
486,27,RUBEN VARGAS,1.79,68,1998-08-05,forward,2019-01-01
487,28,ANDRE ONANA,1.90,93,1996-04-02,keeper,2016-01-01
488,28,DEVIS EPASSY,1.89,80,1993-02-02,keeper,2021-01-01
489,28,JEAN-CHARLES CASTELLETTO,1.86,78,1995-01-26,defender,2017-01-01
490,28,COLINS FAI,1.65,70,1992-08-13,defender,2015-01-01
491,28,OLIVER MBAIZO,1.80,70,1997-08-15,defender,2016-01-01
492,28,HAROLD MOUKOUDI,1.91,74,1997-11-27,defender,2019-01-01
493,28,MICHEL NGADEU,1.90,93,1990-11-23,defender,2016-01-01
494,28,NOUHOU,1.78,79,1997-06-23,defender,2017-01-01
495,28,MARTIN HONGLA,1.82,77,1998-03-16,midfielder,2020-01-01
496,28,PIERRE KUNDE,1.80,80,1995-07-26,midfielder,2018-01-01
497,28,JAMES LEA SILIKI,1.83,73,1996-06-12,midfielder,2021-01-01
498,28,SAMUEL OUM GOUET,1.85,74,1997-12-14,midfielder,2016-01-01
499,28,ANDRE-FRANK ZAMBO ANGUISSA,1.84,83,1995-11-16,midfielder,2017-01-01
500,28,VINCENT ABOUBAKAR,1.84,78,1992-01-22,forward,2010-01-01
501,28,STEPHANE BAHOKEN,1.85,88,1992-05-28,forward,2018-01-01
502,28,ERIC MAXIM CHOUPO-MOTING,1.91,82,1989-03-23,forward,2010-01-01
503,28,NICOLAS MOUMI NGAMALEU,1.81,74,1994-07-09,forward,2016-01-01
504,28,KARL TOKO EKAMBI,1.85,78,1992-09-14,forward,2015-01-01
505,29,DIEGO COSTA,1.87,81,1999-09-19,keeper,2021-01-01
506,29,RUI PATRICIO,1.90,84,1988-02-15,keeper,2010-01-01
507,29,JOAO CANCELO,1.82,74,1994-05-27,defender,2016-01-01
508,29,JOSE FONTE,1.91,80,1983-11-22,defender,2014-01-01
509,29,NUNO MENDES,1.76,70,2002-06-19,defender,2021-01-01
510,29,PEPE,1.88,81,1983-02-26,defender,2007-01-01
511,29,RAPHAEL GUERREIRO,1.70,71,1993-12-22,defender,2014-01-01
512,29,RUBEN DIAS,1.86,83,1997-05-14,defender,2018-01-01
513,29,BERNARDO SILVA,1.73,64,1994-08-10,midfielder,2015-01-01
514,29,BRUNO FERNANDEZ,1.79,69,1994-09-08,midfielder,2017-01-01
515,29,DANILO PEREIRA,1.88,83,1991-09-09,midfielder,2015-01-01
516,29,JOAO MOUTINHO,1.70,61,1986-09-08,midfielder,2005-01-01
517,29,RENATO SANCHES,1.76,70,1997-08-18,midfielder,2016-01-01
518,29,RUBEN NEVES,1.80,80,1997-03-13,midfielder,2015-01-01
519,29,ANDRE SILVA,1.85,84,1995-11-06,forward,2016-01-01
520,29,CRISTIANO RONALDO,1.87,83,1985-02-05,forward,2003-01-01
521,29,DIOGO JOTA,1.78,73,1996-12-04,forward,2019-01-01
522,29,GONCALO GUEDES,1.79,73,1996-11-29,forward,2015-01-01
523,30,JOE WOLLACOTT,1.90,80,1996-09-06,keeper,2021-01-01
524,30,RICHARD OFORI,1.90,100,1993-11-01,keeper,2015-01-01
525,30,DANIEL AMARTEY,1.86,79,1994-12-21,defender,2015-01-01
526,30,ABDUL-RAHMAN BABA,1.80,72,1994-07-02,defender,2014-01-01
527,30,ALEXANDER DJIKU,1.82,81,1994-08-09,defender,2020-01-01
528,30,GIDEON MENSAH,1.78,64,1998-07-18,defender,2019-01-01
529,30,JONATHAN MENSAH,1.87,83,1990-07-13,defender,2009-01-01
530,30,ANDY YIADOM,1.80,75,1991-12-03,defender,2017-01-01
531,30,IDDRISU BABA,1.82,73,1996-01-22,midfielder,2019-01-01
532,30,MOHAMMED KUDUS,1.77,70,2000-08-02,midfielder,2019-01-01
533,30,DANIEL-KOFI KYEREH,1.79,73,1996-03-06,midfielder,2021-01-01
534,30,THOMAS PARTEY,1.85,77,1993-06-13,midfielder,2016-01-01
535,30,MUBARAK WAKASO,1.71,72,1990-07-25,midfielder,2012-01-01
536,30,FELIX AFENA-GYAN,1.75,75,2003-01-19,forward,2022-01-01
537,30,ANDRE AYEW,1.76,72,1989-12-17,forward,2007-01-01
538,30,JORDAN AYEW,1.82,80,1991-09-11,forward,2010-01-01
539,30,ISSAHAKU ABDUL FATAWU,1.77,72,2004-03-08,forward,2021-01-01
540,30,KAMALDEEN SULEMANA,1.75,70,2002-02-15,forward,2020-01-01
541,31,FERNANDO MUSLERA,1.90,74,1986-06-16,keeper,2009-01-01
542,31,SERGIO ROCHET,1.90,82,1993-03-23,keeper,2022-01-01
543,31,RONALD ARAUJO,1.88,79,1999-03-07,defender,2020-01-01
544,31,MARTIN CACERES,1.80,78,1987-04-07,defender,2007-01-01
545,31,JOSE MARIA GIMENEZ,1.85,80,1995-01-20,defender,2013-01-01
546,31,DIEGO GODIN,1.87,79,1986-02-16,defender,2005-01-01
547,31,MATHIAS OLIVERA,1.85,78,1997-10-31,defender,2022-01-01
548,31,MATIAS VINA,1.76,70,1997-11-09,defender,2019-01-01
549,31,RODRIGO BETANCUR,1.87,77,1997-06-25,midfielder,2017-01-01
550,31,GIORGIAN DE ARRASCAETA,1.72,70,1994-06-01,midfielder,2014-01-01
551,31,NICOLAS DE LA CRUZ,1.67,65,1997-06-01,midfielder,2020-01-01
552,31,LUCAS TORREIRA,1.68,64,1996-02-11,midfielder,2018-01-01
553,31,FEDERICO VALVERDE,1.82,78,1998-07-22,midfielder,2017-01-01
554,31,MATIAS VECINO,1.87,81,1991-08-24,midfielder,2016-01-01
555,31,EDSON CAVANI,1.84,71,1987-02-14,forward,2008-01-01
556,31,DARWIN NUNEZ,1.87,78,1999-06-24,forward,2019-01-01
557,31,FACUNDO PELLISTRI,1.74,69,2001-12-20,forward,2022-01-01
558,31,LUIS SUAREZ,1.82,86,1987-01-24,forward,2007-01-01
559,32,SEUNG-GYU KIM,1.87,84,1990-09-30,keeper,2013-01-01
560,32,HYEON-WOO JO,1.89,75,1991-09-25,keeper,2017-01-01
561,32,CHUL HONG,1.76,70,1990-09-17,defender,2011-01-01
562,32,TAE-HWAN KIM,1.77,72,1989-07-24,defender,2014-01-01
563,32,MIN-JAE KIM,1.90,88,1996-11-15,defender,2017-01-01
564,32,YOUNG-GWON KIM,1.86,83,1990-02-27,defender,2010-01-01
565,32,JIN-SU KIM,1.77,68,1992-06-13,defender,2013-01-01
566,32,YONG LEE,1.80,74,1986-12-24,defender,2013-01-01
567,32,IN-BEOM HWANG,1.77,70,1996-09-20,midfielder,2018-01-01
568,32,WOO-YOUNG JUNG,1.86,76,1989-12-14,midfielder,2015-01-01
569,32,JAE-SUNG LEE,1.80,70,1997-03-17,midfielder,2015-01-01
570,32,SEUNG-HO PAIK,1.82,72,1997-03-17,midfielder,2019-01-01
571,32,GUE-SUNG CHO,1.88,82,1998-01-25,forward,2021-01-01
572,32,HEE-CHAN HWANG,1.77,77,1996-01-26,forward,2016-01-01
573,32,UI-JO HWANG,1.83,73,1992-08-28,forward,2015-01-01
574,32,CHANG-HOON KWON,1.74,86,1994-06-30,forward,2015-01-01
575,32,HEUNG-MIN SON,1.83,78,1992-07-08,forward,2010-01-01
576,32,MIN-KYU SONG,1.79,72,1999-09-12,forward,2021-01-01
